origin_topic_q1,origin_topic_q0,origin_topic_q2,words_q1,words_q0,words_q2
25,29,1,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
29,25,1,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop"
1,3,7,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","gonna, que, kitchen, color, las, hoveround, para, chair, una","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
19,18,2,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
27,25,15,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions"
25,18,3,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","gonna, que, kitchen, color, las, hoveround, para, chair, una"
14,28,0,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
20,15,2,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
11,5,10,"gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
28,4,9,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","tavis, kennedy, film, lincoln, character, art, audience, movies, song","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast"
13,21,12,"voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
1,22,25,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
15,23,7,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
8,18,20,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
12,22,14,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
8,13,5,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","cnn, wolf, cymbalta, anderson, enbrel, infections, newsroom, boston, carol"
12,13,26,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares"
1,26,14,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
10,9,12,"hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
9,7,16,"delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine"
2,7,0,"jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
25,1,0,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
8,9,0,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines"
17,25,7,"baseball, nbc, league, giants, score, inning, hits, yards, animals","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
26,14,2,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
1,16,11,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection"
8,22,8,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold"
20,25,2,"guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
4,19,27,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","melissa, tha, thh, tte, thi, dot, ing, ere, thee","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
4,13,9,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast"
22,28,29,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray"
12,16,22,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
29,10,14,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
19,6,24,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
15,16,22,"supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
16,0,28,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
25,3,14,"gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron","gonna, que, kitchen, color, las, hoveround, para, chair, una","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
0,15,24,"abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart"
1,26,28,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
4,17,2,"tavis, kennedy, film, lincoln, character, art, audience, movies, song","baseball, nbc, league, giants, score, inning, hits, yards, animals","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
3,2,10,"gonna, que, kitchen, color, las, hoveround, para, chair, una","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
22,6,7,"marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs","guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
23,27,22,"cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","marriage, gay, religious, religion, supreme, faith, catholic, newshour, pbs"
8,26,13,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary"
1,24,7,"baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","gulf, cbs, advair, spill, copd, tdd, symbicort, medicines, lung"
16,10,12,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
29,19,27,"jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","melissa, tha, thh, tte, thi, dot, ing, ere, thee","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
19,13,21,"melissa, tha, thh, tte, thi, dot, ing, ere, thee","voting, palin, sarah, liberal, voter, abortion, msnbc, mccain, hillary","immigration, border, fbi, qaeda, terrorist, megyn, terror, enforcement, terrorism"
28,4,14,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","tavis, kennedy, film, lincoln, character, art, audience, movies, song","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
8,3,20,"bowl, tiger, olympic, olympics, nfl, coach, golf, woods, gold","gonna, que, kitchen, color, las, hoveround, para, chair, una","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
27,20,12,"oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
14,18,15,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","jon, martha, supplement, aarp, jenna, lifelock, identity, guide, nasa","supreme, authority, commission, testimony, agencies, review, panel, oversight, institutions"
12,16,27,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer"
16,1,28,"christmas, holiday, flu, thanksgiving, shopping, ice, holidays, stores, vaccine","baltimore, beltway, metro, cloudy, avenue, storms, temperature, skies, loop","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
12,29,14,"syria, israel, egypt, russia, regime, syrian, opposition, assad, russian","jackson, sexual, abuse, sandusky, allegations, drugs, guilty, alleged, murray","nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato"
24,27,23,"obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","cialis, chantix, celebrex, arthritis, bleeding, stomach, allergic, christie, aspirin"
3,27,28,"gonna, que, kitchen, color, las, hoveround, para, chair, una","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion"
3,0,25,"gonna, que, kitchen, color, las, hoveround, para, chair, una","abc, ship, haiti, passengers, earthquake, pilot, lunesta, aircraft, airlines","gingrich, rick, newt, iowa, santorum, perry, cain, hampshire, ron"
6,19,4,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","melissa, tha, thh, tte, thi, dot, ing, ere, thee","tavis, kennedy, film, lincoln, character, art, audience, movies, song"
6,27,2,"guest, caller, teachers, climate, chinese, poverty, opportunities, century, african","oakland, jose, fog, santa, ktvu, abc, inland, cooler, warmer","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
3,11,2,"gonna, que, kitchen, color, las, hoveround, para, chair, una","gentleman, amendment, tempore, yield, chair, colleagues, recognized, presiding, objection","jury, zimmerman, martin, bin, laden, trayvon, brain, anthony, prosecution"
14,9,12,"nuclear, libya, pakistan, korea, taliban, afghan, japan, gadhafi, nato","delicious, nbc, calories, fiber, wedding, chicken, honey, sweet, breakfast","syria, israel, egypt, russia, regime, syrian, opposition, assad, russian"
26,26,20,"stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","stocks, investors, fed, trading, earnings, apple, dow, tdd, shares","guns, veterans, pope, mental, background, assault, memorial, tragedy, giffords"
28,24,10,"boehner, fiscal, ceiling, ryan, compromise, cliff, revenue, stimulus, trillion","obamacare, neil, irs, healthcare, lou, gerri, affordable, wage, stuart","hurricane, flooding, flood, tornado, island, sandy, river, storms, tropical"
